Spieler,Verein,Liga,Competition,Position,Markt,Alter,Altersband,Datenquelle,PSV-99,Speed Flag,Speed Score,Δ PSV-99,HSR Distance P60BIP,Sprint Distance P60BIP,HI Distance BIP P60BIP,Explosive Acceleration to Sprint Count P60BIP,BIP Score,BIP Level,Δ HSR BIP,HSR Distance OTIP P30OTIP,Sprint Distance OTIP P30OTIP,HI Distance OTIP P30OTIP,Explosive Acceleration to Sprint Count OTIP P30OTIP,OTIP Score,OTIP Pass,Δ HSR OTIP,TOP 3 Time to HSR,TOP 3 Time to HSR post-COD,TOP 3 Time to Sprint,TOP 3 Time to 505 around 90,Burst Score,Δ T→HSR,Physical Score,IFI Percentile,IFI Label,Final Tier,Pct_Territorial dominance,Lbl_Territorial dominance,Pct_Composure,Lbl_Composure,Pct_Aerial threat,Lbl_Aerial threat,Pct_Intelligent defence,Lbl_Intelligent defence,Pct_Involvement,Lbl_Involvement,Pct_Progression,Lbl_Progression,Pct_Chance prevention,Lbl_Chance prevention,Pct_Defensive heading,Lbl_Defensive heading,Pct_Active defence,Lbl_Active defence,Pct_Providing teammates,Lbl_Providing teammates,Pct_Passing quality,Lbl_Passing quality,Pct_Run quality,Lbl_Run quality,Pct_Box threat,Lbl_Box threat,Pct_Poaching,Lbl_Poaching,Pct_Finishing,Lbl_Finishing,Pct_Hold-up play,Lbl_Hold-up play,Pct_Pressing,Lbl_Pressing,Pct_Dribbling,Lbl_Dribbling,Minuten,Spielertyp
Artur Andreychyk,Wacker Burghausen,RL Bayern,GER - Regionalliga Bayern,Fullback,DACH,21,U21,vollständig,27.52,—,0.0,-1.02,798.6,153.05,951.64,0.0,2.0,➡ MEDIUM,125.6,390.19,46.35,436.54,0.0,1.0,❌ NO,23.1,0.76,0.86,,2.11,0.0,0.1,3.5,0.664,AVERAGE,🔴 RISIKO,0.137,WEAK,,,,,0.167,WEAK,0.645,AVERAGE,0.947,ELITE,0.444,BELOW,,,0.214,WEAK,0.81,STRONG,0.923,ELITE,0.878,STRONG,,,,,,,,,,,,,388,Offensiver AV
Hiroki Akiyama,,GER - 2nd Bundesliga,GER - 2nd Bundesliga,Fullback,DACH,26,24+,vollständig,26.59,—,0.0,-1.95,664.68,104.78,769.46,0.0,0.0,🔽 LOW,-8.3,491.99,86.49,578.49,0.0,2.0,✅ YES,124.9,0.77,0.84,1.76,1.89,1.0,0.11,3.5,,—,🔴 RISIKO,,—,,,,,,—,,—,,—,,—,,,,—,,—,,—,,—,,,,,,,,,,,,,2424,Allrounder
Amadeus Zamora,Chemnitzer U19,U19 BL,GER - U19 Bundesliga,Midfielder,DACH,19,U21,vollständig,26.66,—,0.0,-1.88,651.02,96.0,747.02,0.35,0.0,🔽 LOW,-21.9,456.4,60.71,517.11,0.2,2.0,✅ YES,89.3,0.59,0.77,1.52,1.98,1.0,-0.07,3.5,0.918,ELITE,🔴 RISIKO,,,,,,,0.678,AVERAGE,0.806,STRONG,0.971,ELITE,,,,,0.541,AVERAGE,0.67,AVERAGE,0.927,ELITE,,,0.454,BELOW,,,,,,,,,,,1240,Spielmacher
Rasmus Nissen Kristensen,Eintracht Frankfurt,BL DE,GER - Bundesliga,Fullback,DACH,29,24+,vollständig,29.12,🟠 MEDIUM,1.0,0.58,485.36,180.02,665.38,0.22,0.0,🔽 LOW,-187.6,314.72,120.19,434.91,0.26,1.0,❌ NO,-52.3,0.72,,1.6,2.18,0.0,0.06,3.5,0.846,STRONG,🔴 RISIKO,0.5,AVERAGE,,,,,0.526,AVERAGE,0.99,ELITE,0.825,STRONG,0.735,AVERAGE,,,0.557,AVERAGE,0.514,AVERAGE,0.754,STRONG,0.709,AVERAGE,,,,,,,,,,,,,1069,Offensiver AV
Rami Malaeb,Rot-Weiss Essen U17,U17 BL,GER - U17 Bundesliga,Winger,DACH,17,U21,vollständig,29.77,🟠 MEDIUM,1.0,1.23,613.8,211.16,824.96,0.42,1.0,🔽 LOW,-59.2,252.13,86.36,338.49,0.3,0.0,❌ NO,-114.9,0.7,0.85,1.32,2.2,1.0,0.04,3.5,0.762,STRONG,🔴 RISIKO,,,,,,,,,0.754,STRONG,,,,,,,,,0.44,BELOW,0.587,AVERAGE,0.895,STRONG,0.555,AVERAGE,,,0.585,AVERAGE,,,0.798,STRONG,0.334,BELOW,748,Tiefenläufer
Zakharii Rudzei,Bochum U17,U17 BL,GER - U17 Bundesliga,Central Defender,DACH,17,U21,vollständig,29.73,🟠 MEDIUM,1.0,1.19,480.65,154.77,635.42,0.27,0.0,🔽 LOW,-192.3,333.44,113.31,446.75,0.26,1.0,❌ NO,-33.6,0.72,,,2.55,0.0,0.06,3.5,0.303,BELOW,🔴 RISIKO,0.495,BELOW,0.062,WEAK,0.82,STRONG,0.505,AVERAGE,0.043,WEAK,0.14,WEAK,0.764,STRONG,0.176,WEAK,0.623,AVERAGE,,,,,,,,,,,,,,,,,,,381,Kopfballstarker IV
Luca Meisl,Austria Salzburg,AUT 2.L,AUT - 2. Liga,Central Defender,DACH,27,24+,vollständig,27.3,—,0.0,-1.24,490.09,106.23,596.32,0.79,1.0,🔽 LOW,-182.9,338.13,78.49,416.62,0.57,1.0,❌ NO,-28.9,0.66,0.79,1.49,1.93,2.0,0.0,3.5,0.405,BELOW,🔴 RISIKO,0.462,BELOW,0.223,WEAK,0.348,BELOW,0.361,BELOW,0.564,AVERAGE,0.925,ELITE,0.618,AVERAGE,0.446,BELOW,0.205,WEAK,,,,,,,,,,,,,,,,,,,2198,Spielaufbauer
Łukasz Poręba,Elversberg,GER - 2nd Bundesliga,GER - 2nd Bundesliga,Midfielder,DACH,26,24+,vollständig,27.47,—,0.0,-1.07,548.18,111.94,660.12,0.2,0.0,🔽 LOW,-124.8,386.96,82.35,469.31,0.09,1.0,❌ NO,19.9,0.6,0.68,1.33,1.9,4.0,-0.06,3.5,0.748,AVERAGE,🔴 RISIKO,,,,,,,0.891,STRONG,0.803,STRONG,0.657,AVERAGE,,,,,0.789,STRONG,0.356,BELOW,0.604,AVERAGE,,,0.183,WEAK,,,,,,,,,,,2824,Spielmacher
Kai Brünker,Saarbrücken,3.Liga DE,GER - 3. Liga,Striker,DACH,32,24+,vollständig,28.33,—,0.0,-0.21,628.48,186.71,815.19,1.09,1.0,🔽 LOW,-44.5,261.28,61.71,322.99,0.53,1.0,❌ NO,-105.8,0.67,0.71,1.37,2.02,2.0,0.01,3.5,0.644,AVERAGE,🔴 RISIKO,,,,,0.91,ELITE,,,0.373,BELOW,,,,,,,,,0.217,WEAK,,,0.14,WEAK,,,0.749,AVERAGE,0.665,AVERAGE,0.911,ELITE,0.438,BELOW,,,1728,Vollstürmer
Luca Stellwagen,Kickers Offenbach,RL Südwest,GER - Regionalliga Südwest,Fullback,DACH,28,24+,vollständig,28.07,—,0.0,-0.47,618.22,161.14,779.36,0.66,1.0,🔽 LOW,-54.7,300.32,67.41,367.72,0.52,1.0,❌ NO,-66.7,0.69,0.92,1.29,1.97,2.0,0.03,3.5,0.146,WEAK,🔴 RISIKO,0.104,WEAK,,,,,0.522,AVERAGE,0.329,BELOW,0.468,BELOW,0.422,BELOW,,,0.308,BELOW,0.154,WEAK,0.355,BELOW,0.199,WEAK,,,,,,,,,,,,,502,Allrounder
Yannick Mausehund,Köln II,RL West,GER - Regionalliga West,Central Defender,DACH,20,U21,vollständig,28.52,—,0.0,-0.02,432.99,141.97,574.96,0.39,0.0,🔽 LOW,-240.0,279.96,103.42,383.38,0.23,1.0,❌ NO,-87.1,0.57,0.63,1.31,1.83,4.0,-0.09,3.5,0.199,WEAK,🔴 RISIKO,0.306,BELOW,0.206,WEAK,0.113,WEAK,0.716,AVERAGE,0.542,AVERAGE,0.448,BELOW,0.274,BELOW,0.245,WEAK,0.319,BELOW,,,,,,,,,,,,,,,,,,,1954,Defensivstark
Karol Mets,St. Pauli,BL DE,GER - Bundesliga,Central Defender,DACH,33,24+,vollständig,28.1,—,0.0,-0.44,387.57,104.97,492.53,0.87,1.0,🔽 LOW,-285.4,248.11,69.79,317.89,0.68,1.0,❌ NO,-118.9,0.67,0.8,1.37,1.92,2.0,0.01,3.5,0.273,BELOW,🔴 RISIKO,0.119,WEAK,0.158,WEAK,0.674,AVERAGE,0.156,WEAK,0.466,BELOW,0.746,AVERAGE,0.737,AVERAGE,0.254,BELOW,0.211,WEAK,,,,,,,,,,,,,,,,,,,1883,Spielaufbauender IV
Luka Duric,Hoffenheim II,3.Liga DE,GER - 3. Liga,Midfielder,DACH,23,U23,vollständig,28.23,—,0.0,-0.31,693.42,168.87,862.28,0.45,2.0,➡ MEDIUM,20.5,362.0,84.06,446.06,0.16,0.0,❌ NO,-5.1,0.69,0.72,1.37,1.85,3.0,0.03,3.5,0.845,STRONG,🔴 RISIKO,,,,,,,0.649,AVERAGE,0.635,AVERAGE,0.767,STRONG,,,,,0.372,BELOW,0.864,STRONG,0.819,STRONG,,,0.501,AVERAGE,,,,,,,,,,,2133,Spielmacher
Meiko Wäschenbach,Karlsruher SC,GER - 2nd Bundesliga,GER - 2nd Bundesliga,Midfielder,DACH,22,U23,vollständig,25.55,—,0.0,-2.99,635.57,56.23,691.8,0.0,0.0,🔽 LOW,-37.4,481.29,38.17,519.46,0.0,2.0,✅ YES,114.2,0.85,,,1.93,1.0,0.19,3.5,0.114,WEAK,🔴 RISIKO,,,,,,,0.35,BELOW,0.366,BELOW,0.361,BELOW,,,,,0.429,BELOW,0.057,WEAK,0.422,BELOW,,,0.117,WEAK,,,,,,,,,,,380,Allrounder
Marco Rienhardt,Bahlinger SC,RL Südwest,GER - Regionalliga Südwest,Striker,DACH,27,24+,vollständig,28.53,—,0.0,-0.01,585.28,194.69,779.97,0.87,2.0,➡ MEDIUM,-87.7,313.81,91.44,405.25,0.22,0.0,❌ NO,-53.2,0.65,0.81,1.37,1.92,3.0,-0.01,3.5,0.311,BELOW,🔴 RISIKO,,,,,0.768,STRONG,,,0.087,WEAK,,,,,,,,,0.453,BELOW,,,0.142,WEAK,,,0.53,AVERAGE,0.398,BELOW,0.921,ELITE,0.22,WEAK,,,986,Kopfballstürmer
Christopher Schepp,Havelse,3.Liga DE,GER - 3. Liga,Striker,DACH,26,24+,vollständig,28.68,🟠 MEDIUM,1.0,0.14,645.62,181.33,826.95,1.37,1.0,🔽 LOW,-27.3,316.92,78.57,395.49,0.0,0.0,❌ NO,-50.1,0.67,0.71,1.5,2.61,1.0,0.01,3.5,0.447,BELOW,🔴 RISIKO,,,,,0.518,AVERAGE,,,0.315,BELOW,,,,,,,,,0.136,WEAK,,,0.56,AVERAGE,,,0.919,ELITE,0.773,STRONG,0.371,BELOW,0.312,BELOW,,,297,Vollstürmer
Amar Ibrišimović,Schalke 04 U19,U19 BL,GER - U19 Bundesliga,Central Defender,DACH,19,U21,vollständig,28.59,🟠 MEDIUM,1.0,0.05,414.0,108.08,522.08,0.45,0.0,🔽 LOW,-259.0,330.92,85.3,416.22,0.48,1.0,❌ NO,-36.1,0.74,0.74,1.39,2.07,0.0,0.08,3.5,0.277,BELOW,🔴 RISIKO,0.366,BELOW,0.319,BELOW,0.083,WEAK,0.55,AVERAGE,0.291,BELOW,0.436,BELOW,0.772,STRONG,0.273,BELOW,0.448,BELOW,,,,,,,,,,,,,,,,,,,752,Allrounder
Erik Zenga,Meppen,RL Nord,GER - Regionalliga Nord,Midfielder,DACH,33,24+,vollständig,27.23,—,0.0,-1.31,507.15,91.56,598.71,0.15,0.0,🔽 LOW,-165.8,399.73,86.35,486.08,0.18,2.0,✅ YES,32.7,0.67,0.67,1.48,2.03,1.0,0.01,3.5,0.914,ELITE,🔴 RISIKO,,,,,,,0.977,ELITE,0.969,ELITE,0.803,STRONG,,,,,0.955,ELITE,0.236,WEAK,0.672,AVERAGE,,,0.392,BELOW,,,,,,,,,,,1465,Spielmacher
Josan Santiago Kim,Unterrath U19,U19 BL,GER - U19 Bundesliga,Midfielder,DACH,19,U21,vollständig,27.15,—,0.0,-1.39,702.63,81.05,783.68,0.32,1.0,🔽 LOW,29.7,373.14,32.13,405.28,0.29,1.0,❌ NO,6.1,0.63,0.71,,2.14,2.0,-0.03,3.5,0.624,AVERAGE,🔴 RISIKO,,,,,,,0.417,BELOW,0.501,AVERAGE,0.689,AVERAGE,,,,,0.3,BELOW,0.4,BELOW,0.672,AVERAGE,,,0.93,ELITE,,,,,,,,,,,345,Spielmacher
Daniel Hägele,Würzburger Kickers,RL Bayern,GER - Regionalliga Bayern,Central Defender,DACH,37,24+,vollständig,27.46,—,0.0,-1.08,382.34,91.27,473.61,0.39,0.0,🔽 LOW,-290.6,294.97,71.47,366.43,0.37,1.0,❌ NO,-72.1,0.58,0.58,1.35,1.96,4.0,-0.08,3.5,0.958,ELITE,🔴 RISIKO,0.797,STRONG,0.607,AVERAGE,0.723,AVERAGE,0.893,STRONG,0.796,STRONG,0.677,AVERAGE,0.847,STRONG,0.906,ELITE,0.89,STRONG,,,,,,,,,,,,,,,,,,,1944,Spielaufbauender IV
Elija Härtl,Vilzing,RL Bayern,GER - Regionalliga Bayern,Central Defender,DACH,25,24+,vollständig,28.95,🟠 MEDIUM,1.0,0.41,483.67,128.24,611.92,0.45,0.0,🔽 LOW,-189.3,318.9,89.19,408.09,0.34,0.0,❌ NO,-48.2,0.61,0.85,1.36,1.91,3.0,-0.05,3.5,0.659,AVERAGE,🔴 RISIKO,0.198,WEAK,0.153,WEAK,0.868,STRONG,0.565,AVERAGE,0.589,AVERAGE,0.784,STRONG,0.564,AVERAGE,0.912,ELITE,0.513,AVERAGE,,,,,,,,,,,,,,,,,,,1398,Spielaufbauender IV
David Suárez Cárdenes,Wehen Wiesbaden,3.Liga DE,GER - 3. Liga,Midfielder,DACH,26,24+,vollständig,27.35,—,0.0,-1.19,559.27,112.17,671.44,0.0,0.0,🔽 LOW,-113.7,436.12,92.41,528.53,0.0,2.0,✅ YES,69.1,0.9,1.03,,1.94,1.0,0.24,3.5,0.529,AVERAGE,🔴 RISIKO,,,,,,,0.92,ELITE,0.923,ELITE,0.205,WEAK,,,,,0.92,ELITE,0.227,WEAK,0.236,WEAK,,,0.184,WEAK,,,,,,,,,,,938,Defensivmittelfeld
Bastian Maier,Balingen,RL Südwest,GER - Regionalliga Südwest,Central Defender,DACH,21,U21,vollständig,29.65,🟠 MEDIUM,1.0,1.11,519.39,156.03,675.41,0.3,0.0,🔽 LOW,-153.6,340.72,111.32,452.04,0.28,1.0,❌ NO,-26.3,0.68,,,2.14,0.0,0.02,3.5,0.276,BELOW,🔴 RISIKO,0.258,BELOW,0.339,BELOW,0.769,STRONG,0.07,WEAK,0.248,WEAK,0.262,BELOW,0.513,AVERAGE,0.845,STRONG,0.223,WEAK,,,,,,,,,,,,,,,,,,,364,Kopfballstarker IV
Altin Azemi,Neuchâtel Xamax,SUI CL,SUI - Challenge League,Winger,DACH,17,U21,vollständig,25.82,—,0.0,-2.72,851.97,111.37,963.34,0.4,2.0,➡ MEDIUM,179.0,396.65,40.49,437.13,0.0,1.0,❌ NO,29.6,0.92,,,2.26,0.0,0.26,3.5,0.265,BELOW,🔴 RISIKO,,,,,,,,,0.72,AVERAGE,,,,,,,,,0.317,BELOW,0.443,BELOW,0.278,BELOW,0.247,WEAK,,,0.486,BELOW,,,0.226,WEAK,0.395,BELOW,376,Allrounder
Alexis Antunes,Servette,SUI SL,SUI - Super League,Winger,DACH,26,24+,vollständig,28.43,—,0.0,-0.11,890.22,267.36,1157.58,0.0,3.0,🔼 HIGH,217.3,340.96,58.15,399.12,0.0,0.0,❌ NO,-26.1,0.82,,1.51,1.91,1.0,0.16,3.5,0.754,STRONG,🔴 RISIKO,,,,,,,,,0.679,AVERAGE,,,,,,,,,0.367,BELOW,0.793,STRONG,0.653,AVERAGE,0.753,STRONG,,,0.146,WEAK,,,0.591,AVERAGE,0.927,ELITE,348,Komplettflügel
Malcolm Edward Athenstedt,Energie Cottbus U17,U17 BL,GER - U17 Bundesliga,Winger,DACH,17,U21,vollständig,27.6,—,0.0,-0.94,849.26,172.35,1021.61,0.0,2.0,➡ MEDIUM,176.3,421.71,47.7,469.41,0.0,1.0,❌ NO,54.7,0.82,0.94,,1.98,0.0,0.16,3.5,0.515,AVERAGE,🔴 RISIKO,,,,,,,,,0.348,BELOW,,,,,,,,,0.177,WEAK,0.456,BELOW,0.585,AVERAGE,0.604,AVERAGE,,,0.564,AVERAGE,,,0.634,AVERAGE,0.705,AVERAGE,690,Dribbler + Box
Max Zeller,Illertissen,RL Bayern,GER - Regionalliga Bayern,Central Defender,DACH,27,24+,vollständig,28.99,🟠 MEDIUM,1.0,0.45,337.25,101.47,438.71,0.51,0.0,🔽 LOW,-335.7,242.09,60.43,302.52,0.48,1.0,❌ NO,-125.0,0.69,0.83,1.41,2.22,0.0,0.03,3.5,0.692,AVERAGE,🔴 RISIKO,0.455,BELOW,0.516,AVERAGE,0.671,AVERAGE,0.472,BELOW,0.481,BELOW,0.791,STRONG,0.878,STRONG,0.494,BELOW,0.542,AVERAGE,,,,,,,,,,,,,,,,,,,1011,Spielaufbauender IV
Oskar Lindemann,1860 München U17,U17 BL,GER - U17 Bundesliga,Fullback,DACH,17,U21,vollständig,27.94,—,0.0,-0.6,590.26,179.14,769.4,0.89,1.0,🔽 LOW,-82.7,290.23,85.45,375.69,0.43,1.0,❌ NO,-76.8,0.64,0.83,1.2,2.06,2.0,-0.02,3.5,0.56,AVERAGE,🔴 RISIKO,0.533,AVERAGE,,,,,0.786,STRONG,0.572,AVERAGE,0.346,BELOW,0.415,BELOW,,,0.785,STRONG,0.503,AVERAGE,0.521,AVERAGE,0.233,WEAK,,,,,,,,,,,,,1172,Defensiver AV
Ole Linder,Unterhaching U17,U17 BL,GER - U17 Bundesliga,Fullback,DACH,17,U21,vollständig,28.73,🟠 MEDIUM,1.0,0.19,425.0,162.31,587.31,0.0,0.0,🔽 LOW,-248.0,270.71,110.19,380.89,0.0,1.0,❌ NO,-96.3,,,,2.02,0.0,,3.5,0.235,WEAK,🔴 RISIKO,0.298,BELOW,,,,,0.679,AVERAGE,0.514,AVERAGE,0.13,WEAK,0.021,WEAK,,,0.695,AVERAGE,0.617,AVERAGE,0.174,WEAK,0.282,BELOW,,,,,,,,,,,,,853,Defensiver AV
Andi Kelmendi,Wuppertaler SV U17,U17 BL,GER - U17 Bundesliga,Striker,DACH,17,U21,vollständig,26.85,—,0.0,-1.69,806.83,177.82,984.66,0.0,2.0,➡ MEDIUM,133.9,373.94,59.29,433.23,0.0,1.0,❌ NO,6.9,,0.76,,2.19,0.0,,3.5,0.996,ELITE,🔴 RISIKO,,,,,0.987,ELITE,,,0.912,ELITE,,,,,,,,,0.257,BELOW,,,0.797,STRONG,,,0.948,ELITE,0.99,ELITE,0.958,ELITE,0.718,AVERAGE,,,817,Vollstürmer
Luis Majdanac,Hombrucher SV U19,U19 BL,GER - U19 Bundesliga,Fullback,DACH,19,U21,vollständig,28.54,🟠 MEDIUM,1.0,0.0,442.29,153.48,595.77,0.43,0.0,🔽 LOW,-230.7,217.71,80.91,298.62,0.37,1.0,❌ NO,-149.3,0.77,0.79,,2.33,0.0,0.11,3.5,0.543,AVERAGE,🔴 RISIKO,0.483,BELOW,,,,,0.445,BELOW,0.676,AVERAGE,0.41,BELOW,0.585,AVERAGE,,,0.742,AVERAGE,0.289,BELOW,0.23,WEAK,0.765,STRONG,,,,,,,,,,,,,486,Flügelläufer
Ryan Malone,Erzgebirge Aue,3.Liga DE,GER - 3. Liga,Central Defender,DACH,34,24+,vollständig,28.71,🟠 MEDIUM,1.0,0.17,431.05,144.68,575.74,0.62,0.0,🔽 LOW,-241.9,318.15,113.39,431.54,0.32,1.0,❌ NO,-48.9,0.69,0.85,1.52,2.18,0.0,0.03,3.5,0.505,AVERAGE,🔴 RISIKO,0.204,WEAK,0.702,AVERAGE,0.896,STRONG,0.473,BELOW,0.426,BELOW,0.642,AVERAGE,0.131,WEAK,0.635,AVERAGE,0.458,BELOW,,,,,,,,,,,,,,,,,,,2442,Spielaufbauender IV
Alem Pašić,Blau-Weiß Linz,AUT BL,AUT - Bundesliga,Midfielder,DACH,29,24+,vollständig,28.27,—,0.0,-0.27,442.89,137.01,579.9,1.23,1.0,🔽 LOW,-230.1,298.38,99.94,398.33,0.83,1.0,❌ NO,-68.7,0.69,0.72,1.38,1.88,2.0,0.03,3.5,0.121,WEAK,🔴 RISIKO,,,,,,,0.706,AVERAGE,0.177,WEAK,0.138,WEAK,,,,,0.701,AVERAGE,0.03,WEAK,0.058,WEAK,,,0.325,BELOW,,,,,,,,,,,1116,Defensivmittelfeld
Moritz Göttel,Altona 93,RL Nord,GER - Regionalliga Nord,Striker,DACH,33,24+,vollständig,28.88,🟠 MEDIUM,1.0,0.34,641.7,180.71,822.41,0.85,1.0,🔽 LOW,-31.2,317.68,84.36,402.04,0.28,0.0,❌ NO,-49.4,0.68,0.68,1.38,2.13,1.0,0.02,3.5,0.659,AVERAGE,🔴 RISIKO,,,,,0.733,AVERAGE,,,0.197,WEAK,,,,,,,,,0.688,AVERAGE,,,0.514,AVERAGE,,,0.786,STRONG,0.76,STRONG,0.658,AVERAGE,0.129,WEAK,,,417,Vollstürmer
Verthomy Boboy,Viktoria Köln,3.Liga DE,GER - 3. Liga,Central Defender,DACH,23,U23,vollständig,28.97,🟠 MEDIUM,1.0,0.43,475.26,138.89,614.15,0.48,0.0,🔽 LOW,-197.7,334.41,97.28,431.69,0.39,1.0,❌ NO,-32.6,0.71,0.8,1.48,2.07,0.0,0.05,3.5,0.389,BELOW,🔴 RISIKO,0.817,STRONG,0.625,AVERAGE,0.37,BELOW,0.447,BELOW,0.449,BELOW,0.225,WEAK,0.561,AVERAGE,0.149,WEAK,0.431,BELOW,,,,,,,,,,,,,,,,,,,1336,Allrounder
Marc Schröder,VfB Oldenburg,RL Nord,GER - Regionalliga Nord,Central Defender,DACH,25,24+,vollständig,27.98,—,0.0,-0.56,514.4,128.1,642.51,0.83,1.0,🔽 LOW,-158.6,352.29,98.95,451.24,0.57,1.0,❌ NO,-14.8,0.63,0.75,1.33,2.02,2.0,-0.03,3.5,0.944,ELITE,🔴 RISIKO,0.943,ELITE,0.884,STRONG,0.682,AVERAGE,0.819,STRONG,0.656,AVERAGE,0.715,AVERAGE,0.929,ELITE,0.58,AVERAGE,0.781,STRONG,,,,,,,,,,,,,,,,,,,1334,Spielaufbauender IV
Philipp  Schulz,Mainz 05 II,RL Südwest,GER - Regionalliga Südwest,Central Defender,DACH,21,U21,vollständig,28.13,—,0.0,-0.41,502.34,117.95,620.29,0.9,1.0,🔽 LOW,-170.6,302.81,84.45,387.26,0.81,1.0,❌ NO,-64.2,0.63,0.74,1.26,2.0,2.0,-0.03,3.5,0.442,BELOW,🔴 RISIKO,0.3,BELOW,0.53,AVERAGE,0.596,AVERAGE,0.311,BELOW,0.68,AVERAGE,0.15,WEAK,0.607,AVERAGE,0.642,AVERAGE,0.484,BELOW,,,,,,,,,,,,,,,,,,,1903,Allrounder
Koba Leïn Koindredi,Basel,SUI SL,SUI - Super League,Midfielder,DACH,25,24+,vollständig,28.01,—,0.0,-0.53,564.79,141.6,706.39,0.4,0.0,🔽 LOW,-108.2,402.19,97.92,500.1,0.15,2.0,✅ YES,35.1,0.66,0.78,1.4,2.02,1.0,0.0,3.5,0.26,BELOW,🔴 RISIKO,,,,,,,0.457,BELOW,0.385,BELOW,0.405,BELOW,,,,,0.579,AVERAGE,0.16,WEAK,0.415,BELOW,,,0.33,BELOW,,,,,,,,,,,849,Allrounder
Damian Kolano,Hansa Rostock U19,U19 BL,GER - U19 Bundesliga,Midfielder,DACH,18,U21,vollständig,26.9,—,0.0,-1.64,545.38,97.03,642.41,0.41,0.0,🔽 LOW,-127.6,402.47,66.35,468.82,0.44,2.0,✅ YES,35.4,0.63,0.76,,2.05,1.0,-0.03,3.5,0.846,STRONG,🔴 RISIKO,,,,,,,0.604,AVERAGE,0.917,ELITE,0.692,AVERAGE,,,,,0.82,STRONG,0.798,STRONG,0.549,AVERAGE,,,0.231,WEAK,,,,,,,,,,,498,Vorwärtsdribbler
Yannik Scholl,MSV Duisburg U19,U19 BL,GER - U19 Bundesliga,Midfielder,DACH,19,U21,vollständig,27.63,—,0.0,-0.91,668.13,165.98,834.11,0.51,0.0,🔽 LOW,-4.8,367.28,80.12,447.41,0.0,1.0,❌ NO,0.2,0.59,0.69,1.3,1.97,4.0,-0.07,3.5,0.393,BELOW,🔴 RISIKO,,,,,,,0.332,BELOW,0.231,WEAK,0.485,BELOW,,,,,0.607,AVERAGE,0.694,AVERAGE,0.185,WEAK,,,0.683,AVERAGE,,,,,,,,,,,674,Allrounder
Mayka Okuka,Stade Nyonnais,SUI CL,SUI - Challenge League,Midfielder,DACH,23,U23,vollständig,28.09,—,0.0,-0.45,583.62,137.32,720.94,0.31,0.0,🔽 LOW,-89.3,371.96,91.91,463.87,0.24,1.0,❌ NO,4.9,0.56,0.62,1.34,1.78,4.0,-0.1,3.5,0.099,WEAK,🔴 RISIKO,,,,,,,0.406,BELOW,0.518,AVERAGE,0.127,WEAK,,,,,0.443,BELOW,0.24,WEAK,0.19,WEAK,,,0.102,WEAK,,,,,,,,,,,1934,Allrounder
Noah Dincher,Saarbrücken U19,U19 BL,GER - U19 Bundesliga,Central Defender,DACH,18,U21,vollständig,29.04,🟠 MEDIUM,1.0,0.5,394.15,124.77,518.92,0.53,0.0,🔽 LOW,-278.8,218.07,66.69,284.76,0.46,1.0,❌ NO,-149.0,0.68,0.8,1.82,1.99,0.0,0.02,3.5,0.236,WEAK,🔴 RISIKO,0.34,BELOW,0.83,STRONG,0.415,BELOW,0.64,AVERAGE,0.115,WEAK,0.58,AVERAGE,0.174,WEAK,0.055,WEAK,0.185,WEAK,,,,,,,,,,,,,,,,,,,1003,Defensivstark
Behlül Demirhan,MSV Duisburg U17,U17 BL,GER - U17 Bundesliga,Central Defender,DACH,17,U21,vollständig,28.61,🟠 MEDIUM,1.0,0.07,409.01,129.9,538.9,0.33,0.0,🔽 LOW,-263.9,253.21,80.03,333.24,0.12,0.0,❌ NO,-113.8,0.63,0.84,1.35,1.88,3.0,-0.03,3.5,0.258,BELOW,🔴 RISIKO,0.146,WEAK,0.361,BELOW,0.51,AVERAGE,0.393,BELOW,0.84,STRONG,0.239,WEAK,0.258,BELOW,0.38,BELOW,0.292,BELOW,,,,,,,,,,,,,,,,,,,1602,Allrounder
Max Wrobel,Bayer Leverkusen U17,U17 BL,GER - U17 Bundesliga,Central Defender,DACH,17,U21,vollständig,29.45,🟠 MEDIUM,1.0,0.91,340.37,151.21,491.58,0.12,0.0,🔽 LOW,-332.6,240.39,103.81,344.2,0.0,1.0,❌ NO,-126.7,0.69,0.75,,2.26,0.0,0.03,3.5,0.083,WEAK,🔴 RISIKO,0.031,WEAK,0.55,AVERAGE,0.486,BELOW,0.319,BELOW,0.282,BELOW,0.336,BELOW,0.009,WEAK,0.235,WEAK,0.06,WEAK,,,,,,,,,,,,,,,,,,,828,Allrounder
Erdem  Yilmazcelik,BAK 07 U19,U19 BL,GER - U19 Bundesliga,Central Defender,DACH,19,U21,vollständig,29.26,🟠 MEDIUM,1.0,0.72,356.16,174.11,530.27,0.3,0.0,🔽 LOW,-316.8,224.2,109.17,333.37,0.24,1.0,❌ NO,-142.9,0.84,0.77,,2.36,0.0,0.18,3.5,0.504,AVERAGE,🔴 RISIKO,0.387,BELOW,0.755,STRONG,0.973,ELITE,0.402,BELOW,0.012,WEAK,0.194,WEAK,0.849,STRONG,0.832,STRONG,0.162,WEAK,,,,,,,,,,,,,,,,,,,386,Kopfballstarker IV
